美团点评目标价为152.6港元，维持买入评级,Parataxis
丘钛科技急涨逾6%，上月摄像头模组销量增逾3%,Parataxis
汇控现跌0.5%，标普降美国13间银行评级,Causality
美股反弹，建行业绩符预期,Phenomenon-Instance
五粮液捐两千万支援长宁，上市公司一季度净利增3成,Causality
京东第一季度净利润为33亿元，同比增长215%,Supplement
新城发展现资金捞底，现升近6%,Parataxis
小米“超预期”财报发布，市值却蒸发百亿,Contrast
美东汽车升逾3%，创上市新高,Supplement
腾讯执董兼总裁刘炽平减持60万股，套现2.47亿港元,Parataxis
西部水泥涨近9%，创5年高位,Supplement
港股恒指大涨1.31%，美团暴涨6%,Phenomenon-Instance
爱康医疗急涨，创新高,Parataxis
500彩票网第二季净收入达1110万元，同比下滑22.4%,Supplement
吉利汽车涨4.75%，领涨蓝筹,Parataxis
手游股普遍造好，创梦天地升逾2%,Phenomenon-Instance
铅酸电池龙头天能动力否认做空质疑，复牌后一度暴涨近30%,Parataxis
港股有望上试50天线，料于23500点有支持,Inference
出口股受累，申洲国际跌逾3%,Phenomenon-Instance
港股恒指暴涨3.36%，升近800点,Supplement
九毛九餐厅一门店净鲈鱼检出兽药氯霉素，一度跳水跌2%,Causality
海天地悦旅关岛酒店暂停营运，料年度收益同比大减,Inference
中国飞鹤跌近8%，此前高盛下调其下半年每股盈利预测,Parataxis
摩比发展中标多个5G项目，涉逾亿人民币,Supplement
港股恒指大涨1.11%，消费股爆发,Phenomenon-Instance
宏安地产午后遭洗仓，宏安集团跌近3%,Causality
农夫山泉上市前突击分红96亿，却举债逾22亿,Contrast
中远海运港口升近6%，主动买盘60%,Parataxis
港股恒指跌4.61%，香港本地股集体暴跌,Phenomenon-Instance
港股恒指暴跌5.3%，失守23000点,Supplement
桐成控股暴涨逾130%，拟更名为火币科技控股有限公司,Inference
港股恒指大跌5.56%，泻1350点,Parataxis
中芯国际逆市上涨，逾3%,Degree
新东方第四财季净营收8.429亿美元，同比增长20.2%,Supplement
宏安地产午后遭洗仓，暴跌57%,Causality
中国金茂升逾5%，创1个月新高,Supplement
航空股终反弹，国航扬约3%,Phenomenon-Instance
中信股份涨1.38%，领涨蓝筹,Parataxis
北汽接盘，陆正耀将完全退出,Inference
港股恒指跌0.1%，华为概念股走高,Phenomenon-Instance
五菱汽车上升逾倍，创52周新高,Supplement
港股料24000点上落，初步支持位为23500点,Inference
申港控股重挫75%，大股东持股75%,Parataxis
中国外运目标价降至2.8港元，维持买入评级,Parataxis
港股恒指跌0.39%，港股通新贵小米美团走低,Phenomenon-Instance
利润8年不增长，中国旺旺却持续大额回购原因是什么？,Contrast
香港餐饮股向上，大快活上升1.28%,Phenomenon-Instance
受惠ADR赴港上市，港交所大涨近5%,Causality
港股恒指跌幅扩大至1.04%，友邦跌近3%,Phenomenon-Instance
美团点评六连升，现跌近3%,Contrast
生技股逆市受捧，君实生物及基石药业各涨约3%,Phenomenon-Instance
瑞幸收盘再度暴跌近30%，盘中股价跌破2美元,Parataxis
纳指四连升，收复年内失地,Causality
九毛九股价暴跌12%，此前出现食品安全问题,Causality
爱康医疗急涨逾14%，日前获高瓴资本增持,Causality
奶品股受捧，原生态牧业飙升10%,Phenomenon-Instance
伟易达降至跑输大市评级，下调目标价至57港元,Parataxis
中国金融投资管理5月19日回购20万股，耗资3万港币,Causality
澳洲成峰高教6月1日回购63万股，耗资17万港币,Causality
港股表现持续反复，短期仍难突破,Parataxis
美团点评早段再度破顶，现倒跌近1%,Contrast
鸿宝资源股价急升40%，创20年新高,Supplement
美团尾盘涨幅一度扩大至6%，今日盘后公布季度业绩,Parataxis
中航信附属获增资，料出售收益逾2亿人民币,Inference
福森药业6月2日回购105万股，耗资351万港币,Causality
地产股及收租股普回软，领展及九置各跌1%,Phenomenon-Instance
高鑫零售涨逾7%，收复10天及20天线,Supplement
中能国际上涨50%，暂为最佳个股,Parataxis
英国政府文件公布“无协议脱欧”，或将引发社会混乱,Inference
港股恒指高开0.56%，中国联通涨4.23%,Phenomenon-Instance
水泥股普遍造好，中国建材及海螺水泥各涨3%,Phenomenon-Instance
拼多多2018年财报营收19亿美元，亏损5.76亿美元,Supplement
稀土股再度炒高，中国稀土大涨8%,Phenomenon-Instance
创科实业上扬，暂领涨蓝筹,Parataxis
中国移动上半年净利跌逾14%，年内将建超5万个5G基站,Inference
宁沪高速公路首季转蚀，同比跌59%,Parataxis
易车网第一季度净利润为590万美元，同比下滑76%,Supplement
瑞声科技跌近6%，创约四年新低,Supplement
太平洋飙逾7%，获大摩升评级至增持,Causality
港股短期内窄幅上落，预料27000关仍能稳守,Inference
小赢科技第一季度净营收7.76亿元，同比下降1.6%,Supplement
创业集团下跌35%，两日暂累跌六成,Degree
金鹰商贸集团5月25日回购48万股，耗资362万港币,Causality
广汽集团遭野村砍价，股价大跌逾6%,Causality
港股恒指大涨1.26%，中铝国际涨12.77%,Phenomenon-Instance
爱康医疗逾近17%，现跌逾6%,Contrast
市场利好大致被消化，港股能否企稳29500点,Inference
启迪国际年度亏损2.995亿港元，不派息,Parataxis
世茂涨近5%，旗下公司获腾讯、红杉资本投资2.44亿美元,Causality
IGG于5月29日回购55万股，耗资260万港币,Causality
青岛啤酒逆市跌逾2%，遭摩通减持275万股,Causality
立高控股升逾倍，创1个月新高,Supplement
晨讯科技6月2日回购1100万股，耗资280万港币,Causality
海底捞逼近流量红利天花板，2股东减持,Causality
海通国际维持汇付天下买入评级，目标价为3.25港元,Parataxis
兑吧升近21%，创1个月新高,Supplement
阿里巴巴在香港大涨近4%，分析指“618”或将引爆需求,Inference
中国联通涨逾5%，领涨蓝筹,Parataxis
建滔集团升近6%，派末期息及特别息,Parataxis
海信家电现急涨逾6%，中期纯利上升21%,Parataxis
港股恒指高开0.25%，中芯国际大涨近3%,Phenomenon-Instance
港交所提议与伦交所合并，拟通过现金和新股发行收购,Inference
江南布衣目标价下调至16.5港元，维持买入评级,Parataxis
6家车企1-10月累计销量同比增长，13家同比下滑,Contrast
瑞声科技升逾4%，暂连升2日,Parataxis
中美贸易摩擦持续升级，美国多个行业协会和公司担忧,Causality
福寿园全年业绩有望稳增，目标价升至10港元,Inference
小米集团急升近4%，重上10天线,Supplement
美银美林收益率上升，日央行或不需要加码宽松政策,Inference
云米第三季度净利润达8390万元，同比增长116.4%,Supplement
雷蛇涨逾8%，授出206万个奖励股份,Parataxis
碧桂园创投扫货陶瓷卫浴企业，耗资超14亿,Causality
易居企业净利大增24%，即将召开业绩发布会,Inference
高盛大幅下调苹果预期，称其股价将下跌26%,Inference
中国艺术金融昨下跌63%，现反弹35%,Contrast
港铁跌近2%，失守10天线及20天线,Supplement
水泥股造好，西部水泥涨近9%,Phenomenon-Instance
华为遭美国封杀升级，舜宇、比亚迪电子暴跌10%,Causality
内银炒风减弱，建行微涨,Phenomenon-Instance
从未收4G降速通知，未对用户4G网络降速,Other
内地医药股集体走低，中国生物制药跌6%,Phenomenon-Instance
京东Q1净利润达33亿元，同比增长215%,Supplement
部分纸业股逆市造好，理文造纸上升超过4%,Phenomenon-Instance
香港交易所跌3.58%，领跌蓝筹,Parataxis
医疗网络跌逾20%，主动卖盘86%,Parataxis
春立医疗走高近6%，暂连升三日,Parataxis
兴达国际10月29日耗资114万港元，回购53.5万股,Parataxis
卡森国际升逾9%，主动买盘68%,Parataxis
中烟香港跌后反弹7%，此前中期净利大幅下滑近30%,Contrast
利丰暂连扬，四天破100天线,Parataxis
体品股普遍抽高，滔搏上涨4%,Phenomenon-Instance
长实集团逆市升逾1%，李嘉诚基金会上周分三日增持,Causality
港股恒指涨0.59%，百济神州大跌逾8%,Phenomenon-Instance
香港联系汇率制度稳固，没有非正常资金外流,Parataxis
澳门博彩股走高，澳博控股涨7%,Other
创投概念股异动拉升，复旦复华盘中封涨停,Phenomenon-Instance
钱唐控股跌逾八成，今暂涨17%,Contrast
IGG上日急涨逾9%，现下跌超过4%,Contrast
港股恒指跌1.11%，腾讯涨近2%,Phenomenon-Instance
金鹰商贸集团5月21日回购45万股，耗资338万港币,Causality
中粮系逆市受捧，中国食品上涨4%,Phenomenon-Instance
中国星集团5月29日回购133万股，耗资232万港币,Causality
航空股走软，中国国航续跌近2%,Phenomenon-Instance
燃油增仓下跌，跌破2300关口,Degree
深圳国际升近5%，创1个月新高,Supplement
李宁股价大涨，年初至今已累涨逾200%,Degree
传京东、网易通过港交所上市聆讯，两大互联网巨头招股在即,Inference
国泰君安国际5月29日回购80万股，耗资74万港币,Causality
中升控股升近3%，破顶,Supplement
万洲国际现跌逾3%，暂三连跌,Parataxis
腾讯暴涨超4%，刷新逾2年新高,Supplement
H&H国际抽高逾4%，首季总收入按同类基准按年升13%,Parataxis
合作消息被消化，中电信跌逾2%,Causality
内银股集体跳水，交行下跌3%,Phenomenon-Instance
部分香港地产股止跌回升，长实曾创月低,Phenomenon-Instance
同程艺龙2018年合并收入达60.9亿，同比增长16.5%,Supplement
乐信第四季度实现净利润7.24亿元，同比增长473%,Supplement
安踏体育现飙升5%，暂为升幅最大国指股,Parataxis
二线物管股炒起，时代邻里飙升7%,Phenomenon-Instance
信和置业跌近2%，暂为最差蓝筹,Parataxis
共建共享5G网络，中国电信涨逾5%,Causality
西部水泥跌逾7%，惟中期多赚23%,Contrast
华润燃气具备9.5%上行空间，维持跑赢行业评级,Parataxis
内地开通5G基站超20万个，中通服上升6%,Causality
横琴国际旅游岛板块大幅高开，格力地产领涨,Phenomenon-Instance
港股恒指大涨1.37%，美团、阿里大涨,Phenomenon-Instance
美图总月活跃用户数达3.08亿，较2018年12月增长0.6%,Supplement
康希诺逆市跌近11%，回吐40%,Parataxis
主营红利消逝，新丽业绩承诺难兑现,Causality
中资券商股上涨，东方证券涨7%,Phenomenon-Instance
美团点评裂口高开逾5%，再破顶,Supplement
长江基建跌逾5%，创1个月新低,Supplement
生科股获利回吐，迈博药业跌逾15%,Causality
龙光地产采纳股份奖励计划，涉及股数不超总股本的3%,Supplement
兴达国际现价上升2%，半年多赚逾25%,Parataxis
澳洲成峰高教5月12日回购10万股，耗资2万港币,Causality
鹰普精密跌近5%，创上市新低,Supplement
部委密集发声透底政策风向，重点培育先进制造业集群,Other
港元利率杀跌汇率强势，海外资金回流港股市场,Causality
美团点评目标价升至133元，维持买入评级,Parataxis
港交所现价涨近2%，大摩高盛各升目标价,Causality
港股恒指跌1.11%，中芯国际大涨9%,Phenomenon-Instance
渣打集团上涨3%，首三季税前溢利增长胜预期,Parataxis
君实生物跌近4%，料中期亏损扩大至逾5亿,Inference
地产收租股连续第二日跑输，九置跌近3%,Phenomenon-Instance
澳门博彩股集体爆发，银河娱乐涨5.3%,Phenomenon-Instance
创科实业可领跑同业，给予增持评级,Parataxis
券商股早盘集体拉升，华创阳安涨停,Phenomenon-Instance
科技股回暖，创业板指涨近1%,Phenomenon-Instance
希慎兴业九连跌，累挫16%,Degree
北向资金净买入36.99亿元，深股通净买入28.14亿,Phenomenon-Instance
港股恒指跌1.81%，内地医药股大跌,Phenomenon-Instance
舜宇光学跌逾10%，主动卖盘49%,Parataxis
百年老店28年上市地位终结，利丰今日正式退市,Parataxis
中联通升近2%，获高盛升至买入评级,Causality
中国人寿维持中性评级，上调目标价至20港元,Parataxis
金山软件目标价升至36港元，维持买入评级,Parataxis
高盛看好未来收入增长空间，维持金山软件买入评级,Causality
美国原油期货周二收跌0.8%，美或解除对伊石油制裁,Inference
海通证券跌近5%，创上市新低,Supplement
美银美林重申华润啤酒买入评级，目标价升至49港元,Parataxis
A股反复向下拖累内险股，太保跌逾3%,Phenomenon-Instance
绿叶制药现涨近半成，中期多赚36%,Parataxis
光明地产净利腰斩，并购寻路,Parataxis
政策利好，医药股集体大涨,Causality
富智康涨逾3%，中期亏损收窄至8408万美元,Contrast
华兴资本跌逾2%，创新低,Supplement
恒伟集团仍炒高近34%，上周五遭主席卓善章夫妇减持,Contrast
华润燃气升逾5%，主动买盘53%,Parataxis
吉利汽车反弹逾3%，获大行维持买入评级,Causality
香港经济股反弹，恒基地产飙近5%,Phenomenon-Instance
华兴资本控股5月22日回购3万股，耗资32万港币,Causality
股价抢跑6.16%，美团一季度考验内功,Parataxis
呷哺呷哺飙逾6%，上周二获景顺增持125万股,Causality
汇思太平洋上日涨逾33%，现突遭洗仓,Parataxis
周大福上涨3%，获美银证券重申买入评级,Causality
中兴通讯逆市跌逾2%，遭富瑞降级至跑输大市,Causality
海纳智能获超额认购已逾百倍，拟6月3日IPO上市,Inference
敏华控股现扬5.47%，暂五连升,Parataxis
拉夏贝尔升近11%，主动买盘61%,Parataxis
Moderna耍财技，恒指支持看10天线,Causality
恒指短期内仍有炒作，或在27000点好淡争持,Inference
建行及农行齐涨近1%，全线获中国银河首予增持评级,Causality
农夫山泉IPO前突击分红，大股东独得9成,Supplement
港股恒指大涨1.2%，美团暴涨逾8%,Phenomenon-Instance
乳业股普遍回吐，澳优跌近6%,Phenomenon-Instance
恒大健康升近41%，创1个月新高,Supplement
平安好医生再抽高逾4%，暂六连涨,Parataxis
联康生物科技集团5月6日回购64万股，耗资10万港币,Causality
小米终止A股IPO，港股上市一年股价却已腰斩,Contrast
粤海投资现升近3%，暂为最佳国指股,Parataxis
五菱汽车盘中暴涨120%，公司称销售电话被打爆,Parataxis
大摩预计香港楼价全年增5%，首选新地及新世界发展,Inference
长建领跌，腾讯亦跑输,Other
恒指迎重大转变，阿里、美团、小米等有望8月被纳入,Inference
九龙仓置业昨日急升12%，现下跌超过3%,Contrast
香港新世界捐地建公屋，还将持续加码300万平方尺,Inference
物管股普遍走低，宝龙商业跌近6%,Phenomenon-Instance
京东第三季度净利润为31亿元，同比增长160.6%,Supplement
金山软件逆市上涨，创逾三个月高位,Supplement
移卡获641.38倍认购，暗盘跌9.49%,Parataxis
港交所IPO审查联席主管史琳离职，多名中高层职务调整,Parataxis
联想集团股价转跌，一度涨8%,Degree
小米2019第三季度净利润为34.72亿元，同比增长20.3%,Supplement
莎莎国际现跌逾2%，花旗维持沽售评级,Contrast
趣店三季度营收为19.3亿元，同比增长32.9%,Supplement
地产及收租股随市走高，长实扬逾3%,Phenomenon-Instance
航空股回勇，东方航空及南方航空齐升近6%,Phenomenon-Instance
东风集团跌近3%，遭英国保诚减持607万股,Causality
金山云和金山软件均成功上市，雷军揭秘背后原因,Parataxis
港股恒指涨0.6%，银行股、券商股暴涨,Phenomenon-Instance
港股恒指高开低走跌0.11%，五菱暴涨56%,Contrast
好孩子国际升逾10.45%，半年多赚约2%,Parataxis
阅文集团升至中性评级，上调目标价至51港元,Parataxis
招商局港口升逾5%，暂连升3日,Parataxis
港股中午收市上升101点，有望突破27200点,Inference
华电福新上升8%，完成发行30亿人民币绿色债券,Parataxis
阅文集团诚恳聆听外界意见，但对恶性谣言保留追究权利,Contrast
新达控股升逾22%，创1个月新高,Supplement
精熙国际5月8日回购6万股，耗资3万港币,Causality
巨星医疗控股5月11日回购21万股，耗资27万港币,Causality
燃气股普遍回吐，新奥能源走低逾2%,Phenomenon-Instance
沪指破三千关，中国银河上涨3%,Phenomenon-Instance
双重压力内房股集体受挫，世茂华润跌5%,Phenomenon-Instance
港股整体仍缺大方向，料上攻24800点有阻力,Inference
中国光大国际目标价降至6.6港元，给予增持评级,Parataxis
交银国际关注抗病毒药物，推荐买入丽珠及东阳光药,Parataxis
中国天保集团拟发行2亿股，预期11月11日上市,Inference
领展跌逾3%，主动卖盘67%,Parataxis
内银股撑市，港股跌势收窄至45点,Causality
教育股续有追捧，枫叶教育涨4%,Phenomenon-Instance
庄园牧场升近11%，创1个月新高”,Supplement
中航科工5月26日回购308万股，耗资1027万港币,Causality
威高股份逆市涨近2%，拟分拆业务科创板上市,Inference
众安房产6月1日回购247万股，耗资56万港币,Causality
旷视回应中止港股上市计划，正积极考虑科创板,Parataxis
新奥能源涨近4%，获野村升目标价,Causality
澳洲成峰高教10月31日耗资11.41万港元，回购39万股,Parataxis
恒生中国企业现微跌近1%，惟大摩净买入5569万元,Contrast
瑞声科技跌近4%，失守10天线,Supplement
香港官方楼价指数连跌两个月，香港本地地产股再大跌,Other
股价再涨3%，今年累涨186%,Degree
澳优升近3%，创上市新高,Supplement
中国恒大反弹逾半成，相隔两年再回购涉1亿元,Parataxis
油服股全面向上，中石化油服飙逾8%,Phenomenon-Instance
腾讯涨4%，创2年新高,Supplement
242只个股昨逆市上涨，吸金近38亿,Parataxis
众安在线绩前升逾6%，收复50天线,Supplement
大和上调昆仑能源目标价至5.7港元，维持买入评级,Parataxis
拼多多二季度研发费用为8.04亿元，同比增长332%,Supplement
物管股普遍回吐，保利物业下跌4%,Phenomenon-Instance
腾讯Q3收费增值服务注册账户超1.54亿，同比增长23%,Supplement
京东盘前大涨7.8%，今日获谷歌5.5亿美元投资,Causality
慕容控股逆市飙升35.2%，两日暂累升45%,Degree
大摩指康希诺新冠疫苗60%机率成功，大升目标价1.5倍,Causality
富智康集团续跌3%，未受其他同业升势带动,Contrast
云集第一季度营收33.856亿元，同比增长53.2%,Supplement
长江基建下跌3%，电能实业下跌2%,Other
“华尔街之狼”伊坎移居迈阿密，或为躲避纽约高税,Inference
易鑫集团升近10%，创1个月新高,Supplement
广汽逆市走低逾2%，领跌国指,Parataxis
开拓药业公开发售，每股发售价为20.15港元,Parataxis
手机设备股领跌蓝筹，舜宇光学跌逾3%,Phenomenon-Instance
阿里巴巴开跌2%，去年第4季按年少赚88%,Parataxis
交行发行400亿人民币二级资本债券，票面利率为3.24%,Supplement
新奥能源上升半成，暂领涨国指股,Parataxis
平安好医生董事局主席离职，公司股价一度暴跌10%,Causality
江南集团现跌15.38%，主动沽盘71%,Parataxis
金沙中国续跌逾2%，传母企放弃竞逐日本赌牌,Inference
纳指收复年内失地，港股24000点争持,Parataxis
小米2018年实现国际市场收入700亿元，同比增长118.1%,Supplement
微创医疗暂连升三日，累涨逾19%,Degree
百威亚太跌逾3%，连续5日下跌,Parataxis
首沣控股创上市新低，现逆市反弹近8%,Contrast
上海证大大涨7.5%，澄清戴志康已转让所持股份,Other
方圆房地产升逾8%，今起转主板挂牌,Parataxis
手机设备股现获利盘，瑞声下跌4%,Phenomenon-Instance
海尔电器净利同比大增8.2%，股价大涨8%,Causality
平安好医生再抽高逾4%，累升超过26%,Degree
港股逼近牛熊线，上升265点,Parataxis
招金矿业下跌，超2%,Degree
恒基地产飙近5%，领涨蓝筹,Parataxis
阿里、腾讯均净增近2千亿，美团涨2%，沽空率急速下滑,Contrast
九置跌逾3%，报31.15港元,Supplement
中国中药抽升逾11%，创一个月新高,Supplement
南华金融跌逾41%，创52周新低,Supplement
西部水泥升近11%，创52周新高,Supplement
腾讯音乐四季度盘后先涨3%，后跌8%,Contrast
物管股普遍走低，雅生活服务跌逾5%,Phenomenon-Instance
西伯利亚跌逾15%，创上市新低,Supplement
康师傅跌逾6%，遭高盛下调至中性评级,Causality
利丰上涨6%，破20天线,Supplement
香港电视急跌逾10%，上半年亏损扩至1.55亿元,Parataxis
西部水泥升近11%，暂连升4日,Parataxis
东方航空现跌逾3%，失守十天线,Supplement
中烟香港下跌逾10%，两日累挫约16%,Degree
复宏汉霖创上市新低，现逆市反弹近2%,Contrast
巨星医疗控股5月6日回购26万股，耗资32万港币,Causality
内地医药股走低，微创医疗跌12%,Phenomenon-Instance
华润置地跌近3%，报31港元,Supplement
友邦保险升逾3%，报68.1港元,Supplement
发布“地摊经济”售货车，五菱汽车午后一度暴涨100%,Causality
恒生银行跌逾5%，创1个月新低,Supplement
新东方在线再抽升逾半成，续创历史新高,Parataxis
医药股集体大涨，基石药业涨9.54%,Phenomenon-Instance
网易通过港交所聆讯，再引中概股回归潮？,Other
中粮肉食逆市走高逾8%，获纳入深港通,Causality
兰亭集势第四季度营收5750万美元，同比下滑37.2%,Supplement
小米股价高开1%，市值突破400亿美元,Parataxis
中海油服暂五连升，兼创一年半高位,Supplement
中国联塑抽升超10%，花旗重申买入评级,Causality
港股表现牛皮，报26683点,Parataxis
港股恒指大涨1.02%，小米暴涨7%,Phenomenon-Instance
中航科工6月1日回购83万股，耗资300万港币,Causality
多国制造业PMI跌至荣枯线下，市场静待全球央行信号,Other
阅文集团跌逾1%，遭前CEO场外减持1000万股,Causality
中天国际升逾73%，创1个月新高,Supplement
维信金科6月1日回购10万股，耗资42万港币,Causality
阿里影业财年业绩内容投资收入10亿，拟收购银河酷娱,Inference
领展升近1%，美银美林指其营运杠杆低,Contrast
东方证券首三季纯利为17.41亿元，同比增92.67%,Supplement
母婴DHA零售商纽曼思二次冲刺港交所，市场份额达16%,Parataxis
香港地产股受压，新世界发展跌逾4%,Phenomenon-Instance
凤凰新媒体第四季度营收4亿元，同比由盈转亏,Supplement
新高教升逾4%，创一年高位,Supplement
美团暴涨超8%，市值破千亿美元,Parataxis
野村上调申洲国际目标价至114.1港元，重申买入评级,Parataxis
中国联通2018年全年净利为101.97亿元，同比增长457.82%,Supplement
港股恒指跌1.45%，医疗设备股大涨,Contrast
金沙中国升近5%，主动买盘60%,Parataxis
澳洲成峰高教5月6日回购29万股，耗资7万港币,Causality
迈博药业升逾20%，主动买盘68%,Parataxis
雅迪控股升逾9%，创上市新高,Supplement
阅文集团飙近17%，本月累涨近40%,Degree
